texto,label
"Você deve ter cuidado ao utilizar atenolol + clortalidona em conjunto com os seguintes medicamentos, pois o 
resultado do tratamento pode ser alterado: verapamil, diltiazem, di-hidropiridinas (como nifedipino), glicosídeos 
digitálicos (como por exemplo, digoxina, digitoxina), clonidina, disopiramida, amiodarona, agentes simpatomiméticos 
(como adrenalina), inibidores da prostaglandina sintetase (como ibuprofeno ou indometacina), lítio e anestésicos. 
Podem ocorrer alterações nos resultados de exames laboratoriais referentes aos níveis de transaminases (avaliação da 
função do fígado) e, muito raramente, alteração nos exames imunológicos (anticorpos antinucleares – ANA). 
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento. 
Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua saúde.",OUTROS
"Armazenar em temperatura ambiente (de 15°C a 30°C). Proteger da luz e umidade. 
Número de lote e datas de fabricação e validade: vide embalagem. 
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original. 
Aspecto do medicamento: 
Na concentração 50 mg + 12,5 mg comprimido branco, circular, plano e monossectado. 
Na concentração 100 mg + 25 mg comprimido branco, circular, plano e monossectado. 
Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe alguma 
mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo. 
Todo medicamento deve ser mantido fora do alcance das crianças.",OUTROS
"Modo de usar 
O atenolol + clortalidona deve ser administrado por via oral, com água e de preferência no mesmo horário todos os dias. 
Você não deve utilizar atenolol + clortalidona se estiver em jejum por tempo prolongado. 
O atenolol + clortalidona 50 mg + 12,5 mg não deve ser partido ou mastigado. O atenolol + clortalidona 50 mg + 
12,5 mg deve ser administrado inteiro. 
O atenolol + clortalidona 100 mg + 25 mg Este medicamento não deve ser partido ou mastigado.O atenolol + 
clortalidona 100 mg + 25 mg deve ser administrado inteiro.",POSOLOGIA
"A dose recomendada de atenolol + clortalidona 50 mg + 12,5 mg ou de atenolol + clortalidona 100 mg + 25 mg é de 1 
comprimido ao dia, pois a maioria dos pacientes com pressão alta apresentará uma resposta satisfatória com essa dose. 
Há pouca ou nenhuma queda adicional na pressão arterial com o aumento de dose, mas, quando necessário, pode-se 
adicionar outro medicamento anti-hipertensivo, como um vasodilatador. 
Idosos: Pacientes idosos podem iniciar a terapia com doses menores de atenolol + clortalidona. 
Pacientes idosos com hipertensão, que não respondem ao tratamento de baixas doses com único agente ou em casos em 
que as doses de ambos podem ser consideradas inapropriadas, devem apresentar uma resposta satisfatória com 1 
comprimido ao dia de atenolol + clortalidona 50 mg + 12,5 mg. Nos casos em que o controle da hipertensão não é 
alcançado, a adição de uma pequena dose de um terceiro agente, por exemplo, um vasodilatador, pode ser adequada. 
Crianças: não há experiência pediátrica com atenolol + clortalidona e, por esta razão, não é recomendado o uso em 
crianças. 
Insuficiência renal: é necessária cautela na administração em pacientes com insuficiência renal grave, podendo ser 
preciso uma redução na dose diária ou na frequência de administração das doses. 
O atenolol + clortalidona deve ser utilizado continuamente; a interrupção do tratamento deve ser feita gradualmente. 
Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não 
interrompa o tratamento sem o conhecimento do seu médico.",POSOLOGIA
"Caso você se esqueça de tomar uma dose de atenolol + clortalidona, deverá tomá-la assim que se lembrar, mas não tome 
2 doses ao mesmo tempo. 
Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.",OUTROS
"Podem ocorrer as seguintes reações adversas: 
Reações comuns (ocorrem entre 1% e 10% dos pacientes que utilizam este medicamento): batimentos lentos do coração, 
mãos e pés frios, alterações gastrintestinais (incluindo náusea relacionada à clortalidona) e cansaço. Relacionadas à 
clortalidona: hiperuricemia (aumento da concentração do ácido úrico no sangue), hiponatremia, hipocalemia (redução 
dos níveis de sódio e potássio no sangue, respectivamente) e comprometimento da tolerância à glicose. 
Reações incomuns (ocorrem entre 0,1% e 1% dos pacientes que utilizam este medicamento): distúrbios do sono e 
elevação de enzimas que avaliam a função do fígado no sangue (transaminases). 
Reações raras (ocorrem entre 0,01% e 0,1% dos pacientes que utilizam este medicamento): púrpura (tipo de doença no 
sangue), diminuição das células de coagulação no sangue (trombocitopenia) e leucopenia (diminuição dos glóbulos 
brancos do sangue) (relacionadas à clortalidona), alterações de humor, pesadelos, confusão, psicoses, alucinações, 
tontura, dor de cabeça, parestesia (sensação de queimação/dormência na pele), olhos secos, distúrbios na visão, piora da 
insuficiência cardíaca, início de alteração do ritmo dos batimentos do coração (precipitação de bloqueio cardíaco). Em 
pacientes suscetíveis ao fenômeno de Raynaud: queda da pressão por mudança de posição (que pode estar associada a 
desmaio) e aumento da claudicação intermitente (ato de mancar, devido à suspensão da circulação local no músculo da 
perna), se esta já estiver presente. Broncoespasmo (chiado no peito) em pacientes com asma brônquica ou história de 
queixas asmáticas, boca seca, alterações da função do fígado (incluindo colestase intra-hepática e inflamação do pâncreas 
(pancreatite), relacionadas à clortalidona), alopecia (queda de cabelo), reações na pele semelhantes à psoríase, 
exacerbação da psoríase, exantema (lesões na pele com vermelhidão) e impotência sexual. 
Reação muito rara (ocorre em menos de 0,01% dos pacientes que utilizam este medicamento): aumento de um tipo de 
fator imunológico no sangue (anticorpos antinucleares – ANA). A descontinuação de atenolol + clortalidona deve ser 
considerada se, de acordo com critério médico, o bem-estar do paciente estiver sendo inadequadamente afetado por 
qualquer uma das reações descritas acima. 
Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis pelo uso do 
medicamento. Informe também à empresa através do seu serviço de atendimento. 
9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A INDICADA DESTE 
MEDICAMENTO? 
Ao utilizar uma quantidade maior que a indicada de atenolol + clortalidona pode-se apresentar os seguintes sintomas: 
batimento lento do coração (bradicardia), pressão baixa, insuficiência cardíaca aguda e chiado no peito (broncoespasmo). 
O tratamento geral deve incluir: monitorização cuidadosa, tratamento em unidade de terapia intensiva, uso de lavagem 
gástrica, carvão ativado e laxante para prevenir a absorção de qualquer substância ainda presente no trato gastrintestinal, 
o uso de plasma ou substitutos do plasma para tratar hipotensão e choque. Hemodiálise ou hemoperfusão também podem 
ser consideradas. 
O médico poderá utilizar medicamentos específicos para controlar os sintomas de superdose de atenolol + clortalidona. 
Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a 
embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações. 
III - DIZERES LEGAIS 
Registro: 1.0583.1031 
Rod. Jornalista Francisco Aguirre Proença, KM 08 
Bairro Chácara Assay 
Hortolândia/SP - CEP: 13186-901 
Produzido por: EMS S/A 
Hortolândia/SP 
Ou 
Produzido por: NOVAMED FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS LTDA 
Manaus/AM 
VENDA SOB PRESCRIÇÃO  
SAC: 0800 747 60 00  
Esta bula foi atualizada conforme Bula Padrão aprovada pela Anvisa em 11/04/2025. 
bula-pac-287085-GER-v2 
Histórico de alteração para a bula 
Dados da submissão eletrônica 
Dados da petição/notificação que altera bula 
Dados das alterações de bulas 
Data do 
expediente 
Nº. 
expediente 
Assunto 
Data do 
expediente 
Nº. expediente Assunto 
Data de 
aprovação 
Itens de bula 
Versões 
(VP/VPS)",EFEITOS_ADVERSOS
"13/11/2024 1562856/24-3 
(10459) – 
GENÉRICO – 
Inclusão Inicial de 
Texto de Bula – 
RDC 60/12 
09/05/2023 0463315/23-6 
10488 - 
GENÉRICO - 
REGISTRO DE 
MEDICAMENTO 
- CLONE 
26/06/2023 
Atualização de texto de bula conforme bula 
padrão publicada no bulário. 
Submissão eletrônica para disponibilização 
do texto de bula no Bulário eletrônico da 
ANVISA. 
VP/VPS 
Comprimido de 50 mg 
+ 12,5 mg. 
Embalagem contendo 30, 60, 90* ou 
450** unidades. 
*Embalagem fracionável 
**Embalagem hospitalar Comprimido de 
100 mg + 25 mg. 
Embalagem contendo 15, 30, 90* ou 
450** unidades. 
*Embalagem fracionável 
**Embalagem hospitalar 
24/02/2025 
0258549/25-4 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de Texto 
de bula – RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
5. ONDE, COMO E POR 
QUANTO TEMPO POSSO GUARDAR 
ESTE MEDICAMENTO? 
III-DIZERES LEGAIS 
7.CUIDADOS DE ARMAZENAMENTO 
DO MEDICAMENTO; 
III-DIZERES LEGAIS. 
VP/VPS 
Comprimido de 50 mg + 12,5 mg. 
Embalagem 
contendo 30, 60, 90* ou 450** unidades. 
*Embalagem fracionável 
**Embalagem hospitalar Comprimido de 
100 mg + 25 mg. 
Embalagem contendo 15, 30, 90* ou 
450** unidades. 
*Embalagem fracionável 
**Embalagem hospitalar 
- 
- 
(10452) – 
GENÉRICO – 
Notificação de 
Alteração de Texto 
de bula – RDC 
60/12 
N/A 
N/A 
N/A 
N/A 
4. O que devo saber antes de usar este 
medicamento? 
5. Advertências e Precauções 
VP 
VPS 
Comprimido de 50 mg + 12,5 mg. 
Embalagem contendo 30, 60, 90* ou 
450** unidades. 
*Embalagem fracionável 
**Embalagem hospitalar 
Comprimido de 100 mg + 25 mg. 
Embalagem contendo 15, 30, 90* ou 
450** unidades. 
*Embalagem fracionável 
**Embalagem hospitalar",OUTROS
"azitromicina di-hidratada 
Pó liofilizado para solução para infusão 500mg 
azitromicina di-hidratada 
Medicamento genérico Lei nº 9.787, de 1999. 
APRESENTAÇÃO 
Pó liofilizado para solução para infusão 500mg 
Embalagem contendo 10 frascos-ampola. 
SOMENTE PARA INFUSÃO INTRAVENOSA 
USO ADULTO",OUTROS
"Cada frasco-ampola contém: 
azitromicina di-hidratada (equivalente a 500mg de azitromicina)...................................524,052mg 
Excipientes: ácido cítrico, hidróxido de sódio e água para injetáveis.",COMPOSICAO
"A azitromicina di-hidratada é indicada para pacientes que precisam de tratamento intravenoso 
inicial nos seguintes casos: 
-Pneumonia adquirida na comunidade (infecções nos pulmões que não tenham sido adquiridas 
em internação hospitalar) causada por organismos sensíveis à azitromicina, incluindo infecções 
causadas pela Legionella pneumophila. 
-Doença inflamatória pélvica (infecção dos órgãos genitais internos) causada por organismos 
sensíveis à azitromicina.",INDICACAO
"A azitromicina di-hidratada é um antibiótico que age impedindo que as bactérias sensíveis à 
azitromicina produzam proteínas, que são a base do seu crescimento e reprodução. Não é 
conhecido o tempo exato do início de ação por administração oral ou intravenosa (dentro da 
veia).",OUTROS
"A azitromicina di-hidratada é contraindicada se você tem hipersensibilidade (reações alérgicas) à 
azitromicina, à eritromicina, a qualquer antibiótico macrolídeo (classe de antibióticos a qual 
pertence a azitromicina), cetolídeo (como telitromicina e cetromicina) ou a qualquer componente 
da fórmula.",CONTRAINDICACAO
"Apesar de raro, com o uso de azitromicina di-hidratada você pode desenvolver reações alérgicas 
graves como angioedema (inchaço das partes mais profundas da pele ou da mucosa, geralmente 
de origem alérgica) e anafilaxia (reação alérgica grave), raramente fatal, e reações dermatológicas 
incluindo Pustulose Exantemática Generalizada Aguda (PEGA) (reação alérgica grave extensa 
com formação de vesículas contendo pus em seu interior), Síndrome de Stevens Johnson (reação 
alérgica grave com bolhas na pele e mucosas), necrólise epidérmica tóxica (descamação grave da 
camada superior da pele) raramente fatal, reações adversas a medicamentos com eosinofilia e 
sintomas sistêmicos (DRESS - Drug Reaction with Eosinophilia and Systemic Symptoms) - 
(Reações adversas a medicamentos com resposta generalizada). 
Se ocorrer alguma reação alérgica, o uso do medicamento deve ser descontinuado e deve ser 
administrado tratamento adequado. Os médicos devem estar cientes que os sintomas alérgicos 
podem reaparecer quando o tratamento sintomático é descontinuado. 
Se você tiver algum problema grave de fígado, azitromicina di-hidratada deve ser utilizada com 
cuidado. Avise ao seu médico. 
Foram relatadas alteração da função hepática (funcionamento anormal do fígado), hepatite 
(inflamação do fígado), icterícia colestática (coloração amarelada da pele e mucosas por acúmulo 
de pigmentos biliares, devido à obstrução), necrose hepática (morte de células hepáticas) e 
insuficiência hepática (falência da função do fígado), algumas das quais resultaram em morte. A 
azitromicina di-hidratada deve ser descontinuada imediatamente se ocorrerem sinais e sintomas 
de hepatite. 
Exacerbações dos sintomas de miastenia gravis (doença que causa fraqueza muscular) foram 
relatadas em pacientes em tratamento com azitromicina. 
Se você observar vômito ou irritação após a alimentação em recém-nascidos (até 42 dias de vida) 
que estejam em tratamento com azitromicina, entre em contato com o médico, pois pode ser um 
indicativo de estenose pilórica hipertrófica infantil. 
Não utilize azitromicina di-hidratada juntamente com derivados do ergot (medicação com várias 
indicações incluindo analgesia, representados pela ergotamina). 
Foi relatada diarreia associada à Clostridium difficile (tipo de bactéria) com a maioria dos agentes 
antibacterianos, incluindo azitromicina di-hidratada, que pode variar de diarreia leve a colite 
(inflamação do intestino grosso ou cólon) fatal. Houve relatos de diarreia associada à C. difficile 
até 2 meses após a administração de agentes antibacterianos. É necessário cuidado médico nestas 
situações. 
Este medicamento pode aumentar o risco de alteração grave nos batimentos cardíacos, que 
pode ser potencialmente fatal (morte súbita). 
Não tome este medicamento se você tiver uma alteração no coração chamada síndrome 
congênita de prolongamento do intervalo QT (ou síndrome do QT longo), ou se você já teve 
algum episódio de ritmo cardíaco anormal, porque pode ser perigoso e provocar alterações 
do ritmo do coração, inclusive com risco de morte.  
Avise seu médico se você tiver bradicardia (diminuição da frequência cardíaca), 
insuficiência cardíaca ou outras doenças do coração, ou se você souber que tem baixo nível 
de potássio ou de magnésio no sangue. Avise seu médico se você estiver utilizando outros 
medicamentos, especialmente medicamentos que causam prolongamento do intervalo QT 
(alteração do ritmo do coração no eletrocardiograma), medicamentos para arritmia (para 
corrigir o ritmo do coração) ou medicamentos diuréticos (remédios para eliminar água do 
corpo). 
Há evidências epidemiológicas limitadas de um risco aumentado de aborto após a exposição à 
azitromicina no início da gravidez. 
Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou 
do cirurgião-dentista. 
Este medicamento é contraindicado durante o aleitamento ou doação de leite, pois é 
excretado no leite humano e pode causar reações indesejáveis no bebê. Seu médico ou 
cirurgião-dentista deve apresentar alternativas para o seu tratamento ou para a 
alimentação do bebê. 
Efeitos na habilidade de dirigir ou operar máquinas: não há evidências de que azitromicina 
di-hidratada possa afetar a sua habilidade de dirigir ou operar máquinas. 
A azitromicina di-hidratada não deve ser administrada em conjunto com: antiácidos, ergot e 
derivados do ergot. 
Deve-se monitorar (acompanhamento médico e exames de sangue avaliando niveis terapêuticos 
das medicações) pacientes que utilizam azitromicina di-hidratada conjuntamente com digoxina, 
colchicina, zidovudina, anticoagulantes (medicação que inibe o processo de coagulação) orais do 
tipo cumarínicos e ciclosporina. 
Não há necessidade de ajuste de dose quando azitromicina di-hidratada for utilizada com os 
seguintes fármacos: cetirizina, didanosina, atorvastatina, carbamazepina, cimetidina, efavirenz, 
fluconazol, indinavir, metilprednisolona, midazolam, nelfinavir, rifabutina, sildenafila, 
terfenadina, teofilina, triazolam, trimetoprima/sulfametoxazol. 
Dependendo da dose administrada, poderão surgir reações no local da infusão. 
A azitromicina di-hidratada não deve ser usada por outra via de administração que não a 
intravenosa. Seu médico deve reconstituir o pó para solução para infusão antes da administração. 
Informe ao seu médico ou cirurgião-dentista se você está fazendo uso de algum outro 
medicamento. 
Não use medicamento sem o conhecimento do seu médico. Pode ser perigoso para a sua 
saúde. 
5. 
ONDE, 
COMO 
E 
POR 
QUANTO 
TEMPO 
POSSO 
GUARDAR 
ESTE 
MEDICAMENTO? 
ARMAZENAR EM TEMPERATURA AMBIENTE (DE 15°C A 30°C). PROTEGER DO 
CALOR E DA UMIDADE. 
Número de lote e datas de fabricação e validade: vide embalagem. 
Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem 
original. 
Características do medicamento: Pó higroscópico branco ou quase branco. Após 
reconstituição, solução límpida, incolor e isenta de partículas estranhas.  
Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e 
você observe alguma mudança no aspecto, consulte o farmacêutico para saber se poderá 
utilizá-lo. 
Todo medicamento deve ser mantido fora do alcance das crianças. 
A estabilidade química e física “em uso” do produto reconstituído foi demonstrada durante 24 
horas quando armazenado abaixo de 30°C. Quando diluída de acordo com as instruções (vide 
“Instruções para Diluição”), a solução (diluída) é química e fisicamente estável durante 24 horas 
quando armazenada abaixo de 30°C, ou durante 7 dias se armazenada sob refrigeração a 5°C.  
A azitromicina di-hidratada após reconstituição, deve ser utilizada imediatamente para evitar 
qualquer contaminação microbiológica (por bactérias, vírus e fungos). Se o medicamento não for 
utilizado imediatamente, o período e as condições de armazenamento “em uso” são de 
responsabilidade de quem o preparou e normalmente não deve exceder 24 horas quando 
armazenado entre 2 e 8°C, a menos que a reconstituição e a diluição tenham ocorrido em 
condições especiais (assépticas controladas e validadas). A solução deve ser diluída 
imediatamente antes da administração de acordo com as “Instruções para Diluição”.",OUTROS
"É importante utilizar este medicamento durante todo o tempo prescrito pelo profissional de 
saúde habilitado, mesmo que os sinais e sintomas da infecção tenham desaparecido, pois 
isso não significa a cura. A interrupção do tratamento pode contribuir para o aparecimento 
de infecções mais graves. 
O médico deve seguir as “Instruções para Administração” descritas abaixo para administrar 
azitromicina di-hidratada. 
Instruções para Administração 
A azitromicina di-hidratada é apresentada em frasco-ampola para uso único. O conteúdo do 
frasco deve ser reconstituído com 4,8mL de água para injetáveis, para obtenção de uma solução 
contendo 100mg/mL de azitromicina (ou seja, ao pó deve ser adicionada esta quantidade de água 
para injetáveis). Antes da administração, o volume da solução reconstituída deve ser adicionado a 
um diluente compatível (vide “Instruções para Diluição”) para produzir uma solução de 
concentração final de azitromicina igual a 1mg/mL ou 2mg/mL. 
A azitromicina di-hidratada após reconstituição e diluição destina-se à administração por infusão 
intravenosa (dentro da veia). A azitromicina di-hidratada não deve ser administrada como uma 
injeção em “bolus” (sem diluir e de uma só vez na veia) ou injeção intramuscular (no músculo). 
A concentração da solução para infusão (após reconstituição e diluição) e a velocidade de infusão 
de azitromicina di-hidratada deve ser equivalente a 1mg/mL durante 3 horas, ou 2mg/mL durante 
1 hora. Uma dose intravenosa de 500mg de azitromicina di-hidratada deve ser infundida em no 
mínimo 1 hora. 
Instruções para Reconstituição 
A solução inicial de azitromicina di-hidratada deve ser preparada adicionando-se 4,8mL de água 
para injetáveis ao frasco de 500mg e agitando-se até completa dissolução. Uma vez que o frasco-
ampola de azitromicina di-hidratada é embalado à vácuo, recomenda-se o uso de uma seringa 
convencional de 5mL (não automática) para assegurar a aplicação da quantidade exata de 4,8mL 
de água para injetáveis. Cada mL da solução reconstituída contém 100mg de azitromicina. 
A solução deve ser diluída imediatamente antes da administração de acordo com as “Instruções 
para Diluição”. 
Instruções para Diluição 
Para obter uma faixa de concentração de 1,0 - 2,0mg/mL de azitromicina, deve-se transferir 5mL 
da solução de azitromicina (100mg/mL) para a quantidade apropriada de qualquer dos diluentes 
relacionados a seguir: 
Concentração Final da Solução para Infusão 
(mg/mL)  
Quantidade do Diluente (mL)  
1,0mg/mL  
500mL  
2,0mg/mL  
250mL  
A solução reconstituída pode ser diluída em: 
Solução Salina Normal (cloreto de sódio a 0,9%); 
Solução Salina Normal 1/2 (cloreto de sódio a 0,45%); 
Dextrose a 5% em Água; 
Solução de Ringer Lactato; 
Dextrose a 5% em Salina Normal 1/2 (cloreto de sódio a 0,45%) com 20 mEq de cloreto de 
potássio; 
Dextrose a 5% em Solução de Ringer Lactato; 
Dextrose a 5% em Salina Normal 1/3 (cloreto de sódio a 0,3%); 
Dextrose a 5% em Salina Normal 1/2 (cloreto de sódio a 0,45%); 
Os medicamentos para administração parenteral (no sangue) devem ser inspecionados 
visualmente quanto à presença de micropartículas antes da administração (para verificar se está 
turvo ou contém pequenos fragmentos). Se houver evidência de micropartículas nos líquidos 
reconstituídos, a solução deve ser descartada. 
Incompatibilidades 
Outras substâncias, aditivos ou medicações para administração intravenosa não devem ser 
adicionados a azitromicina di-hidratada, nem administrados simultaneamente por infusão na 
mesma linha intravenosa.",POSOLOGIA
"Uso em Adultos 
Para o tratamento de pacientes adultos com pneumonia (infecção nos pulmões) adquirida na 
comunidade (ou seja, que não tenha sido adquirida durante internação hospitalar), causada por 
organismos sensíveis, a dose recomendada de azitromicina di-hidratada é de 500mg em dose 
única diária (1 vez ao dia), por via intravenosa durante, no mínimo, 2 dias. Se houver condições 
clínicas e indicação do médico, o tratamento endovenoso pode ser substituído por azitromicina 
di-hidratada via oral, em dose única diária de 500mg até que o tempo total (endovenoso – na veia 
e oral) seja de 7 a 10 dias. A substituição do tratamento intravenoso para o tratamento oral deve 
ser estabelecida a critério médico, de acordo com a resposta clínica. 
Para o tratamento de pacientes adultos com doença inflamatória pélvica (infecção dos órgãos 
genitais internos) causada por organismos sensíveis, a dose recomendada de azitromicina di-
hidratada é de 500mg em dose única diária (uma vez ao dia), por via intravenosa, durante 1 ou 2 
dias. Após avaliação médica, se as condições clínicas forem adequadas, o tratamento endovenoso 
pode ser substituído por azitromicina di-hidratada via oral. 
Uso em Pacientes Idosos: se você for idoso, pode fazer uso da mesma dose utilizada em 
pacientes adultos. 
Uso em Pacientes com Insuficiência Renal: se você apresenta taxa de filtração glomerular 
(volume de líquido que é filtrado nos rins, por unidade de tempo) entre 10 e 80mL/min, não é 
necessário fazer ajuste de dose. No caso de taxa de filtração glomerular menor que 10mL/min, 
azitromicina di-hidratada deve ser administrado com cautela. 
Uso em Pacientes com Insuficiência Hepática: se você tem insuficiência hepática (diminuição 
da função do fígado) leve a moderada, as mesmas doses que são administradas a pacientes com a 
função hepática normal podem ser utilizadas. Porém, se a insuficiência for considerada grave 
pelo seu médico, este deve fazer ajuste de doses (ver questão 4. O que devo saber antes de usar 
este medicamento?). 
Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do 
tratamento. 
Não interrompa o tratamento sem o conhecimento do seu médico. 
7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE 
MEDICAMENTO? 
O plano de tratamento com azitromicina di-hidratada é definido pelo médico que acompanha o 
caso. Se você não receber uma dose deste medicamento, o médico deve redefinir a programação 
do tratamento. O esquecimento da dose pode comprometer a eficácia do tratamento. 
Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-
dentista.",POSOLOGIA
"Apesar de azitromicina di-hidratada ser bem tolerada, apresentando baixa incidência de efeitos 
indesejáveis, ao utilizá-lo sempre considere a possibilidade de ocorrer reações adversas, como 
dor e inflamação no local da infusão. 
Foram relatados os seguintes efeitos indesejáveis: 
Sanguíneo e Linfático (um dos sistemas de defesa do corpo): episódios passageiros de leve 
redução na contagem de neutrófilos (células de defesa do sangue), trombocitopenia (diminuição 
das células de coagulação do sangue: plaquetas). 
Infecções e Infestações: monilíase (infecção causada pelo fungo do gênero Candida) e vaginite 
(inflamação na vagina). 
Sistema imunológico: anafilaxia (reação alérgica grave). 
Metabolismo e Nutrição: anorexia (falta de apetite). 
Psiquiátrico: reação agressiva, nervosismo, agitação e ansiedade. 
Sistema Nervoso: tontura, convulsões, cefaleia (dor de cabeça), hiperatividade, hipoestesia 
(diminuição da sensibilidade geral), parestesia (sensação anormal como ardor, formigamento e 
coceira, percebidos na pele e sem motivo aparente), sonolência e desmaio. Foram relatados casos 
raros de distúrbio e/ou perda do paladar e/ou olfato. 
Ouvido e Labirinto: vertigem (tontura), disfunções auditivas (funcionamento anormal da 
audição), incluindo perda de audição, surdez e/ou tinido (zumbido no ouvido). 
Cardíaco: palpitações e arritmias (alterações do ritmo do coração) incluindo taquicardia 
ventricular (aceleração dos batimentos cardíacos). Há raros relatos de prolongamento QT e 
Torsades de Pointes (alterações do ritmo cardíaco). 
Vascular: hipotensão (pressão baixa). 
Gastrintestinal: vômito/diarreia (raramente resultando em desidratação), dispepsia (dor e 
queimação na região do estômago e esôfago), constipação (prisão de ventre), colite 
pseudomembranosa (infecção do intestino por bactéria da espécie C. difficile), pancreatite 
(inflamação no pâncreas), raros relatos de descoloração da língua, náuseas (enjoo), fezes 
amolecidas, desconforto abdominal (dor/cólica), flatulência (excesso de gases no estômago ou 
intestinos). 
Hepatobiliar: hepatite (inflamação do fígado) e icterícia colestática (coloração amarelada da pele 
e mucosas por acúmulo de pigmentos biliares, devido à obstrução) foram relatadas, assim como 
casos raros de necrose hepática (morte de células do fígado) e insuficiência hepática a qual 
raramente resultou em morte. 
Pele e Tecido subcutâneo: reações alérgicas incluindo prurido (coceira), rash (vermelhidão da 
pele), fotossensibilidade (sensibilidade exagerada da pele à luz), edema (inchaço), urticária 
(alergia da pele) e angioedema. Foram relatados casos raros de reações dermatológicas graves, 
incluindo eritema multiforme (manchas vermelhas, bolhas e ulcerações em todo o corpo), 
Pustulose Exantemática Generalizada Aguda (PEGA) (reação alérgica grave extensa com 
formação de vesículas contendo pus em seu interior), síndrome de Stevens-Johnson (reação 
alérgica grave com bolhas na pele e mucosas), necrólise epidérmica tóxica (descamação grave da 
camada superior da pele) e Reações Adversas a Medicamentos com Eosinofilia e Sintomas 
Sistêmicos (DRESS - Drug Reaction with Eosinophilia and Systemic Symptoms) - (Reações 
adversas a medicamentos com resposta generalizada). 
Musculoesquelético e Tecido Conjuntivo: artralgia (dor nas articulações). 
Renal e urinário: nefrite intersticial (tipo de inflamação nos rins) e disfunção renal aguda. 
Geral: foi relatado astenia (fraqueza), embora a relação causal não tenha sido estabelecida, 
cansaço e mal-estar. 
Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações 
indesejáveis pelo uso do medicamento. Informe também à empresa através do seu serviço 
de atendimento. 
9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR DO QUE A 
INDICADA DESTE MEDICAMENTO? 
Caso ocorra superdose do medicamento, procure auxílio médico imediatamente. Os sintomas são 
semelhantes àqueles observados com as doses recomendadas. 
Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro 
médico e leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, 
se você precisar de mais orientações.",EFEITOS_ADVERSOS
"Registro no 1.0370.0755 
CRF-GO no 2.659 
Registrado e produzido por:  
BRASILEIRO S/A. 
VP 7-D Módulo 11 Qd. 13 – DAIA 
CEP 75132-140 – Anápolis – GO 
VENDA SOB PRESCRIÇÃO COM RETENÇÃO DE RECEITA 
USO RESTRITO A ESTABELECIMENTOS DE SAÚDE 
HISTÓRICO DE ALTERAÇÕES DE BULA 
Dados da submissão eletrônica 
Dados da petição/notificação que altera bula 
Dados das alterações de bulas 
Data do 
expediente 
N°. do 
expediente 
Assunto 
Data do 
expediente 
N°. do 
expediente 
Assunto 
Data de 
aprovação 
Itens de bula 
Versões 
(VP/VPS)",OUTROS
